Document Number,Accounting Document Number,Company Code,Invoice Status,Activity,Actual Role,Actual Agent,Start Date & Time,End Date & Time,Work Item ID,Process Type Number,Process Type Text
000009829492,5100407194,3500,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALEMANR,2025-08-20 10:38:12,2025-08-20 10:38:12,000193542868,838,QH - Missing Mandatory Information (PO)
000009829493,5100344148,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-08-19 15:13:59,2025-08-19 15:13:59,000193799765,813,QH - Manual Check Lines and/or Balance (PO)
000009829562,5100439959,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DAMSC,2025-09-10 14:06:24,2025-09-10 14:06:24,000196008843,854,QH - Service Entry Required (PO)
000009829621,5100344146,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-08-19 15:10:47,2025-08-19 15:10:47,000193799757,854,QH - Service Entry Required (PO)
000009830507,5100481232,2500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FORDLN,2025-08-27 09:13:44,2025-08-27 09:13:44,000194626155,854,QH - Service Entry Required (PO)
000009830508,5100480224,2500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,LIESCHDA,2025-08-22 10:59:55,2025-08-22 10:59:55,000194184759,854,QH - Service Entry Required (PO)
000009830802,5100347584,3000,13,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-09-09 14:38:24,2025-09-09 14:38:24,000195964721,854,QH - Service Entry Required (PO)
000009830818,5100632372,2000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,LEARMONTHK,2025-09-15 12:45:11,2025-09-15 12:45:11,000196006749,854,QH - Service Entry Required (PO)
000009830856,5101134656,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-08-25 12:21:27,2025-08-25 12:21:27,000194392902,854,QH - Service Entry Required (PO)
000009830882,5100197856,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-08-22 14:41:55,2025-08-22 14:41:55,000194282046,854,QH - Service Entry Required (PO)
000009830990,5101134655,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-08-25 12:20:46,2025-08-25 12:20:46,000194392903,854,QH - Service Entry Required (PO)
000009831382,5101134653,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-08-25 12:20:11,2025-08-25 12:20:11,000194392904,854,QH - Service Entry Required (PO)
000009831900,5100199247,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-09-04 11:36:43,2025-09-04 11:36:43,000195481054,854,QH - Service Entry Required (PO)
000009832050,5100412458,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MARSTENC,2025-09-15 09:17:09,2025-09-15 09:17:09,000196200198,854,QH - Service Entry Required (PO)
000009832051,5100359503,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,STAEDLERS,2025-08-26 15:54:20,2025-08-26 15:54:20,000194569996,854,QH - Service Entry Required (PO)
000009832060,5101134566,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MAHARAJSA,2025-08-25 11:48:57,2025-08-25 11:48:57,000194327817,854,QH - Service Entry Required (PO)
000009832071,5100414650,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-09-24 14:42:00,2025-09-24 14:42:00,000197416508,854,QH - Service Entry Required (PO)
000009832072,5100414651,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-09-24 14:43:07,2025-09-24 14:43:07,000197416510,854,QH - Service Entry Required (PO)
000009832267,5100053374,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,STAEDLERS,2025-08-26 12:11:07,2025-08-26 12:11:07,000194522240,854,QH - Service Entry Required (PO)
000009832453,5100410168,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALEMANR,2025-08-20 10:09:37,2025-08-20 10:09:37,000193568115,813,QH - Manual Check Lines and/or Balance (PO)
000009832455,5100410167,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALEMANR,2025-08-20 10:06:14,2025-08-20 10:06:14,000193568070,813,QH - Manual Check Lines and/or Balance (PO)
000009832788,5100201676,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAYROT,2025-08-20 07:47:55,2025-08-20 07:47:55,000193807249,813,QH - Manual Check Lines and/or Balance (PO)
000009832826,5100255784,2400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-08-27 07:29:20,2025-08-27 07:29:20,000194541163,854,QH - Service Entry Required (PO)
000009832983,5101040266,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MITCHELLRD,2025-08-20 11:54:33,2025-08-20 11:54:33,000193858432,854,QH - Service Entry Required (PO)
000009833077,5100091349,2200,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,WALDONK,2025-09-01 13:47:12,2025-09-01 13:47:12,000195040631,854,QH - Service Entry Required (PO)
000009833091,5100358201,2800,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-08-19 11:02:09,2025-08-19 11:02:09,000193799298,804,QH - Invalid Vendor (PO)
000009833115,5100197261,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-08-19 07:21:15,2025-08-19 07:21:15,000193768527,813,QH - Manual Check Lines and/or Balance (PO)
000009833128,5101137113,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,POOLEDA,2025-08-28 13:32:03,2025-08-28 13:32:03,000194820149,854,QH - Service Entry Required (PO)
000009833193,5100255972,2400,13,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-08-28 10:31:28,2025-08-28 10:31:28,000194772572,838,QH - Missing Mandatory Information (PO)
000009833219,5100347351,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BURRIDGEB,2025-09-08 16:26:26,2025-09-08 16:26:26,000195406778,854,QH - Service Entry Required (PO)
000009833390,5100407881,3500,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ANDERSONLEN,2025-08-22 15:04:08,2025-08-22 15:04:08,000194281802,838,QH - Missing Mandatory Information (PO)
000009833420,5100407455,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALEMANR,2025-08-21 11:14:14,2025-08-21 11:14:14,000194102908,813,QH - Manual Check Lines and/or Balance (PO)
000009833421,5100407129,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALEMANR,2025-08-20 07:52:07,2025-08-20 07:52:07,000193843205,813,QH - Manual Check Lines and/or Balance (PO)
000009833914,5100201709,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KELLYJACQ,2025-08-20 11:01:58,2025-08-20 11:01:58,000193992266,854,QH - Service Entry Required (PO)
000009833993,5100201577,2700,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-08-19 11:54:47,2025-08-19 11:54:47,000193732969,838,QH - Missing Mandatory Information (PO)
000009833997,5100201578,2700,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-08-19 11:56:22,2025-08-19 11:56:22,000193732972,838,QH - Missing Mandatory Information (PO)
000009834046,5100408066,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALEMANR,2025-08-25 10:45:51,2025-08-25 10:45:51,000194288393,813,QH - Manual Check Lines and/or Balance (PO)
000009834093,5100201723,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KELLYJACQ,2025-08-20 11:45:33,2025-08-20 11:45:33,000193993135,813,QH - Manual Check Lines and/or Balance (PO)
000009834108,5101132942,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,WISEMANCH,2025-08-21 14:43:48,2025-08-21 14:43:48,000193932899,813,QH - Manual Check Lines and/or Balance (PO)
000009834151,5100090827,2200,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALEMANR,2025-08-21 11:48:04,2025-08-21 11:48:04,000194102905,854,QH - Service Entry Required (PO)
000009834452,5100439876,3300,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DAMSC,2025-09-10 09:51:20,2025-09-10 09:51:20,000193608500,838,QH - Missing Mandatory Information (PO)
000009834560,5100362290,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-09-10 08:38:21,2025-09-10 08:38:21,000195970617,854,QH - Service Entry Required (PO)
000009834619,5100255195,2400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BAILEYDM,2025-08-21 11:44:46,2025-08-21 11:44:46,000194130963,854,QH - Service Entry Required (PO)
000009834683,5100629704,2000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,SNELGARJ,2025-09-05 13:41:49,2025-09-05 13:41:49,000195643225,854,QH - Service Entry Required (PO)
000009834688,5100255017,2400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-08-20 10:00:20,2025-08-20 10:00:20,000193980173,854,QH - Service Entry Required (PO)
000009834963,5100091234,2200,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,OLSENBRI,2025-08-29 13:37:26,2025-08-29 13:37:26,000194920235,854,QH - Service Entry Required (PO)
000009835036,5100409367,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALEMANR,2025-08-29 11:30:57,2025-08-29 11:30:57,000194288396,813,QH - Manual Check Lines and/or Balance (PO)
000009835064,5100409807,3500,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,WALDONK,2025-09-02 08:47:24,2025-09-02 08:47:24,000195084897,854,QH - Service Entry Required (PO)
000009835221,5100436164,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DAMSC,2025-08-19 14:25:12,2025-08-19 14:25:12,000193884372,854,QH - Service Entry Required (PO)
000009835404,5101135459,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MAHARAJSA,2025-08-26 13:52:45,2025-08-26 13:52:45,000194556043,854,QH - Service Entry Required (PO)
000009835443,5100201874,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAYROT,2025-08-21 12:32:13,2025-08-21 12:32:13,000194137641,864,QH - Waiting for Goods Receipt (PO)
000009835481,5100053299,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,STAEDLERS,2025-08-22 12:57:32,2025-08-22 12:57:32,000194266895,854,QH - Service Entry Required (PO)
000009835494,5100053235,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KELLYCARA,2025-08-21 10:37:52,2025-08-21 10:37:52,000193952105,854,QH - Service Entry Required (PO)
000009835723,5100436166,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ESSELINKJ,2025-08-19 14:27:21,2025-08-19 14:27:21,000193904229,854,QH - Service Entry Required (PO)
000009836466,5100360343,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CAMPBELLCHER,2025-09-01 08:59:16,2025-09-01 08:59:16,000195033941,854,QH - Service Entry Required (PO)
000009836513,5100197267,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-08-19 07:58:29,2025-08-19 07:58:29,000193768523,813,QH - Manual Check Lines and/or Balance (PO)
000009836514,5100197266,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-08-19 07:56:24,2025-08-19 07:56:24,000193768526,813,QH - Manual Check Lines and/or Balance (PO)
000009836591,5100344081,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ANDERSONLEN,2025-08-19 07:46:26,2025-08-19 07:46:26,000193759059,854,QH - Service Entry Required (PO)
000009837582,5100345410,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-08-27 11:31:04,2025-08-27 11:31:04,000194431863,854,QH - Service Entry Required (PO)
000009837627,5100256212,2400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-08-29 12:19:02,2025-08-29 12:19:02,000193947201,899,QH - Tolerance exceeded (PO)
000009837628,5100256211,2400,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-08-29 12:17:29,2025-08-29 12:17:29,000193737167,838,QH - Missing Mandatory Information (PO)
000009837650,5100053365,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,STAEDLERS,2025-08-26 09:38:21,2025-08-26 09:38:21,000194496664,854,QH - Service Entry Required (PO)
000009837652,5100359353,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-08-26 10:03:56,2025-08-26 10:03:56,000194433783,854,QH - Service Entry Required (PO)
000009837666,5100091015,2200,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,SHARPKJU,2025-08-25 15:30:47,2025-08-25 15:30:47,000194375397,854,QH - Service Entry Required (PO)
000009837878,5100344774,3000,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLITTT,2025-08-22 10:46:59,2025-08-22 10:46:59,000194005340,854,QH - Service Entry Required (PO)
000009837951,5100437056,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DEJAGERE,2025-08-25 12:58:08,2025-08-25 12:58:08,000194379687,854,QH - Service Entry Required (PO)
000009837955,5101132720,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,WISEMANCH,2025-08-21 12:47:55,2025-08-21 12:47:55,000193932879,854,QH - Service Entry Required (PO)
000009837967,5100358978,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,JONESROCH,2025-08-22 16:05:07,2025-08-22 16:05:07,000194150770,854,QH - Service Entry Required (PO)
000009837968,5100362747,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLEYSH,2025-09-12 15:31:04,2025-09-12 15:31:04,000196197462,854,QH - Service Entry Required (PO)
000009837977,5100358285,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KELLYCARA,2025-08-19 14:17:09,2025-08-19 14:17:09,000193879081,854,QH - Service Entry Required (PO)
000009838165,5100359502,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,STAEDLERS,2025-08-26 15:52:36,2025-08-26 15:52:36,000194569999,854,QH - Service Entry Required (PO)
000009838166,5100359501,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,STAEDLERS,2025-08-26 15:51:33,2025-08-26 15:51:33,000194570000,854,QH - Service Entry Required (PO)
000009838172,5100360058,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FERGUSONRE,2025-08-29 07:50:57,2025-08-29 07:50:57,000194880865,854,QH - Service Entry Required (PO)
000009838175,5100091866,2200,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,OLSENBRI,2025-09-12 13:14:40,2025-09-12 13:14:40,000196214796,854,QH - Service Entry Required (PO)
000009838176,5101132462,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DOBRUCKINISV,2025-08-21 08:34:39,2025-08-21 08:34:39,000194056542,813,QH - Manual Check Lines and/or Balance (PO)
000009838476,5100344279,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ANDERSENSD,2025-08-20 09:12:50,2025-08-20 09:12:50,000193945047,854,QH - Service Entry Required (PO)
000009838481,5100438031,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DAMSC,2025-08-29 11:19:36,2025-08-29 11:19:36,000194841539,813,QH - Manual Check Lines and/or Balance (PO)
000009838571,5100358167,2800,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALLEYSH,2025-08-19 09:12:05,2025-08-19 09:12:05,000193734181,838,QH - Missing Mandatory Information (PO)
000009838596,5100255509,2400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-08-25 12:59:14,2025-08-25 12:59:14,000194406503,854,QH - Service Entry Required (PO)
000009838604,5100407514,3500,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ALEMANR,2025-08-21 12:51:35,2025-08-21 12:51:35,000194102873,838,QH - Missing Mandatory Information (PO)
000009838702,5101134661,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-08-25 12:24:19,2025-08-25 12:24:19,000194401417,854,QH - Service Entry Required (PO)
000009838760,5101049593,2100,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MITCHELLRD,2025-09-09 11:20:54,2025-09-09 11:20:54,000195920643,854,QH - Service Entry Required (PO)
000009838829,5100360434,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CAMPBELLCHER,2025-09-01 10:54:02,2025-09-01 10:54:02,000195059684,854,QH - Service Entry Required (PO)
000009838877,5100438585,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DAMSC,2025-09-02 14:14:01,2025-09-02 14:14:01,000195164671,854,QH - Service Entry Required (PO)
000009838930,5101141164,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ANDREWSJAD,2025-09-04 09:08:41,2025-09-04 09:08:41,000195446098,854,QH - Service Entry Required (PO)
000009838958,5100358303,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-08-19 14:45:30,2025-08-19 14:45:30,000193883991,854,QH - Service Entry Required (PO)
000009838959,5100358304,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-08-19 14:45:46,2025-08-19 14:45:46,000193883992,854,QH - Service Entry Required (PO)
000009838981,5100481188,2500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BAXTERTA,2025-08-27 08:07:24,2025-08-27 08:07:24,000194527564,854,QH - Service Entry Required (PO)
000009838983,5100481187,2500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BAXTERTA,2025-08-27 08:06:15,2025-08-27 08:06:15,000194527559,854,QH - Service Entry Required (PO)
000009839102,5100407895,3500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ANDERSONLEN,2025-08-22 15:24:53,2025-08-22 15:24:53,000194297554,854,QH - Service Entry Required (PO)
000009839181,5100197268,3400,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-08-19 08:07:06,2025-08-19 08:07:06,000193768525,813,QH - Manual Check Lines and/or Balance (PO)
000009839194,5100344280,3000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,ANDERSENSD,2025-08-20 09:14:28,2025-08-20 09:14:28,000193945048,854,QH - Service Entry Required (PO)
000009839300,5100436085,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CHURCHKI,2025-08-19 10:38:51,2025-08-19 10:38:51,000193807867,854,QH - Service Entry Required (PO)
000009839304,5100436084,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CHURCHKI,2025-08-19 10:38:06,2025-08-19 10:38:06,000193807863,854,QH - Service Entry Required (PO)
000009839310,5100436083,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CHURCHKI,2025-08-19 10:37:20,2025-08-19 10:37:20,000193807860,854,QH - Service Entry Required (PO)
000009839316,5100436082,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CHURCHKI,2025-08-19 10:36:30,2025-08-19 10:36:30,000193807858,854,QH - Service Entry Required (PO)
000009839319,5100436081,3300,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CHURCHKI,2025-08-19 10:34:39,2025-08-19 10:34:39,000193807873,854,QH - Service Entry Required (PO)
000009839322,5100201604,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAYROT,2025-08-19 15:47:11,2025-08-19 15:47:11,000193742994,813,QH - Manual Check Lines and/or Balance (PO)
000009839333,5100201603,2700,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAYROT,2025-08-19 15:41:50,2025-08-19 15:41:50,000193742997,813,QH - Manual Check Lines and/or Balance (PO)
000009839338,5101144808,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DOBRUCKINISV,2025-09-10 08:31:56,2025-09-10 08:32:05,000196019171,863,QH - GR Not Done - Simple Check (PO)
000009839381,5100358204,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-08-19 11:03:29,2025-08-19 11:03:29,000193799305,813,QH - Manual Check Lines and/or Balance (PO)
000009839382,5100358202,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-08-19 11:02:54,2025-08-19 11:02:54,000193799300,813,QH - Manual Check Lines and/or Balance (PO)
000009839417,5100053685,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MADDENSH,2025-09-04 13:39:35,2025-09-04 13:39:35,000195527668,854,QH - Service Entry Required (PO)
000009839445,5100053684,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MADDENSH,2025-09-04 13:38:50,2025-09-04 13:38:50,000195527667,854,QH - Service Entry Required (PO)
000009839630,5100053683,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MADDENSH,2025-09-04 13:37:44,2025-09-04 13:37:44,000195527673,854,QH - Service Entry Required (PO)
000009839649,5100053682,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MADDENSH,2025-09-04 13:36:14,2025-09-04 13:36:14,000195527672,854,QH - Service Entry Required (PO)
000009839678,5100053681,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MADDENSH,2025-09-04 13:33:04,2025-09-04 13:33:04,000195527675,854,QH - Service Entry Required (PO)
000009839905,5100481078,2500,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DALEYDAN,2025-08-26 15:17:14,2025-08-26 15:17:14,000194447060,854,QH - Service Entry Required (PO)
000009839928,5101151882,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,DOBRUCKINISV,2025-09-22 11:24:11,2025-09-22 11:24:11,000197062517,854,QH - Service Entry Required (PO)
000009840253,5100481387,2500,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MANTEITR,2025-08-27 13:03:30,2025-08-27 13:03:30,000194667754,854,QH - Service Entry Required (PO)
000009840265,5100053210,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,STAEDLERS,2025-08-20 14:51:47,2025-08-20 14:51:47,000194003404,854,QH - Service Entry Required (PO)
000009840318,5100358312,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,STAEDLERS,2025-08-19 15:17:26,2025-08-19 15:17:26,000193912903,854,QH - Service Entry Required (PO)
000009840471,5100358227,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KELLYCARA,2025-08-19 12:12:14,2025-08-19 12:12:14,000193748473,813,QH - Manual Check Lines and/or Balance (PO)
000009840472,5100358226,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KELLYCARA,2025-08-19 12:11:12,2025-08-19 12:11:12,000193748481,813,QH - Manual Check Lines and/or Balance (PO)
000009840486,5100360122,2800,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,HOERLERJ,2025-08-29 12:22:12,2025-08-29 12:22:12,000194914098,854,QH - Service Entry Required (PO)
000009840575,5100360463,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CAMPBELLCHER,2025-09-01 11:27:30,2025-09-01 11:27:30,000195059690,854,QH - Service Entry Required (PO)
000009840619,5100360461,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CAMPBELLCHER,2025-09-01 11:27:00,2025-09-01 11:27:00,000195059688,854,QH - Service Entry Required (PO)
000009840622,5100360458,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CAMPBELLCHER,2025-09-01 11:19:10,2025-09-01 11:19:10,000195059687,854,QH - Service Entry Required (PO)
000009840642,5100346665,3000,13,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,LUXM,2025-09-03 15:01:02,2025-09-03 15:01:02,000195407683,854,QH - Service Entry Required (PO)
000009840657,5100090802,2200,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,CARTHEWN,2025-08-21 08:55:20,2025-08-21 08:55:20,000194099307,854,QH - Service Entry Required (PO)
000009840844,5100623038,2000,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,LEARMONTHK,2025-08-19 06:30:48,2025-08-19 06:30:48,000193737175,838,QH - Missing Mandatory Information (PO)
000009840889,5100053452,2900,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,MADDENSH,2025-08-27 14:20:31,2025-08-27 14:20:31,000194679529,854,QH - Service Entry Required (PO)
000009840892,5101134660,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-08-25 12:23:20,2025-08-25 12:23:20,000194401418,854,QH - Service Entry Required (PO)
000009840904,5101134659,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-08-25 12:22:43,2025-08-25 12:22:43,000194401416,854,QH - Service Entry Required (PO)
000009840936,5101134667,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-08-25 12:26:40,2025-08-25 12:26:40,000194401865,854,QH - Service Entry Required (PO)
000009840937,5101134665,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-08-25 12:26:05,2025-08-25 12:26:05,000194401864,854,QH - Service Entry Required (PO)
000009841009,5100197303,3400,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,BRIGGSI,2025-08-19 13:08:25,2025-08-19 13:08:25,000193876622,854,QH - Service Entry Required (PO)
000009841015,5101134663,1000,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,RECKK,2025-08-25 12:25:33,2025-08-25 12:25:33,000194401866,854,QH - Service Entry Required (PO)
000009841120,5100361977,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-09-08 14:40:35,2025-09-08 14:40:35,000195697339,854,QH - Service Entry Required (PO)
000009841121,5100361979,2800,02,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,KATURAMUT,2025-09-08 14:41:45,2025-09-08 14:41:45,000195697338,854,QH - Service Entry Required (PO)
000009841147,5100436314,3300,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,FAINTSU,2025-08-20 14:44:35,2025-08-20 14:44:35,000193955897,854,QH - Service Entry Required (PO)
000009841156,5100358483,2800,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,VAINSD,2025-08-20 12:04:48,2025-08-20 12:04:48,000193914411,854,QH - Service Entry Required (PO)
000009841216,5100201549,2700,00,Bypassed Rule -QH - Service Entry Requir,AP_PROCESSOR,NEILLEYC,2025-08-19 07:55:09,2025-08-19 07:55:09,000193806552,838,QH - Missing Mandatory Information (PO)
